Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE SEAWIND,LORONG M TELOK KURAU,15,Non-Landed Properties,NA,"3,500",60 to 70,600 to 700,Dec-24
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,19,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Dec-24
LOFT @ RANGOON,RANGOON ROAD,08,Non-Landed Properties,1,"2,900",30 to 40,400 to 500,Dec-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,650",30 to 40,300 to 400,Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"5,250",60 to 70,700 to 800,Dec-24
PEIRCE VIEW,UPPER THOMSON ROAD,20,Non-Landed Properties,3,"2,200",90 to 100,"1,000 to 1,100",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"5,100",60 to 70,600 to 700,Dec-24
STARS OF KOVAN,UPPER SERANGOON ROAD,19,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Dec-24
MAYFAIR GARDENS,RIFLE RANGE ROAD,21,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Dec-24
THE RAINTREE,BUKIT DRIVE,21,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,2,"6,200",70 to 80,800 to 900,Dec-24
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Dec-24
YONG AN PARK,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"4,600",80 to 90,800 to 900,Dec-24
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,2,"7,000",90 to 100,"1,000 to 1,100",Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,2,"5,500",70 to 80,800 to 900,Dec-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,100 to 1,200",Dec-24
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,2,"6,900",90 to 100,"1,000 to 1,100",Dec-24
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,2,"4,400",60 to 70,700 to 800,Dec-24
PARC OASIS,JURONG EAST AVENUE 1,22,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Dec-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,3,"7,000",80 to 90,"900 to 1,000",Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"5,600",90 to 100,"900 to 1,000",Dec-24
10 SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Dec-24
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,2,"4,600",60 to 70,600 to 700,Dec-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"7,000",110 to 120,"1,200 to 1,300",Dec-24
THE SCOTTS TOWER,SCOTTS ROAD,09,Non-Landed Properties,2,"7,600",120 to 130,"1,300 to 1,400",Dec-24
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Dec-24
LAKEVILLE,JURONG LAKE LINK,22,Non-Landed Properties,3,"6,200",100 to 110,"1,100 to 1,200",Dec-24
THE AVENIR,RIVER VALLEY CLOSE,09,Non-Landed Properties,NA,"9,500",100 to 110,"1,100 to 1,200",Dec-24
SOHO @ FARRER,RACE COURSE ROAD,08,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"3,000",40 to 50,400 to 500,Dec-24
BARTLEY RIDGE,MOUNT VERNON ROAD,13,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Dec-24
RV POINT,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Dec-24
LAKEHOLMZ,CORPORATION ROAD,22,Non-Landed Properties,2,"4,000",90 to 100,"900 to 1,000",Dec-24
FLO RESIDENCE,PUNGGOL FIELD WALK,19,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Dec-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Dec-24
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Dec-24
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,3,"6,800",80 to 90,"900 to 1,000",Dec-24
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Dec-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,1,"3,800",70 to 80,700 to 800,Dec-24
THE SOUND,EAST COAST ROAD,15,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Dec-24
GUILLEMARD EDGE,LORONG 30 GEYLANG,14,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Dec-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Dec-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"3,100",50 to 60,500 to 600,Dec-24
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Dec-24
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-Landed Properties,3,"3,400",60 to 70,700 to 800,Dec-24
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"3,100",30 to 40,300 to 400,Dec-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",40 to 50,500 to 600,Dec-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",60 to 70,600 to 700,Dec-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,200",70 to 80,700 to 800,Dec-24
THE SPRINGBLOOM,SERANGOON AVENUE 3,19,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Dec-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,3,"7,700",120 to 130,"1,300 to 1,400",Dec-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,200",70 to 80,800 to 900,Dec-24
WEMBLY RESIDENCES,YIO CHU KANG ROAD,19,Non-Landed Properties,3,"4,100",100 to 110,"1,100 to 1,200",Dec-24
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Dec-24
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,04,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Dec-24
BARTLEY RESIDENCES,LORONG HOW SUN,19,Non-Landed Properties,3,"4,750",100 to 110,"1,000 to 1,100",Dec-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Dec-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,300",30 to 40,300 to 400,Dec-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,2,"5,600",70 to 80,700 to 800,Dec-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,1,"2,950",40 to 50,500 to 600,Dec-24
LOFT @ NATHAN,NATHAN ROAD,10,Non-Landed Properties,1,"3,450",40 to 50,400 to 500,Dec-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,3,"7,350",130 to 140,"1,400 to 1,500",Dec-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,22,Non-Landed Properties,3,"5,300",90 to 100,"900 to 1,000",Dec-24
VACANZA @ EAST,LENGKONG TUJOH,14,Non-Landed Properties,2,"3,400",60 to 70,700 to 800,Dec-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,2,"6,100",70 to 80,700 to 800,Dec-24
WATERFALL GARDENS,FARRER ROAD,10,Non-Landed Properties,3,"7,900",170 to 180,"1,800 to 1,900",Dec-24
VIBES @ EAST COAST,TELOK KURAU ROAD,15,Non-Landed Properties,1,"2,550",30 to 40,400 to 500,Dec-24
MAYFAIR GARDENS,RIFLE RANGE ROAD,21,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Dec-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,2,"5,300",70 to 80,700 to 800,Dec-24
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Dec-24
ROSEWOOD,ROSEWOOD DRIVE,25,Non-Landed Properties,3,"4,200",110 to 120,"1,100 to 1,200",Dec-24
ESPIRA SPRING,LORONG G TELOK KURAU,15,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Dec-24
TREASURE ON BALMORAL,BALMORAL ROAD,10,Non-Landed Properties,4,"10,500",170 to 180,"1,900 to 2,000",Dec-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Dec-24
STUDIO 3,SHANGHAI ROAD,10,Non-Landed Properties,2,"4,800",80 to 90,800 to 900,Dec-24
NON-LANDED HOUSING DEVELOPMENT,DRAYCOTT DRIVE,10,Non-Landed Properties,3,"7,400",140 to 150,"1,500 to 1,600",Dec-24
ARTRA,ALEXANDRA VIEW,03,Non-Landed Properties,3,"9,000",130 to 140,"1,400 to 1,500",Dec-24
SIGNATURE CREST,GRAY LANE,15,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Dec-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,800",50 to 60,600 to 700,Dec-24
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"7,500",130 to 140,"1,400 to 1,500",Dec-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,1,"3,100",50 to 60,600 to 700,Dec-24
NON-LANDED HOUSING DEVELOPMENT,HAVELOCK ROAD,03,Non-Landed Properties,NA,"5,800",90 to 100,"1,000 to 1,100",Dec-24
RV EDGE,SHANGHAI ROAD,10,Non-Landed Properties,1,"3,150",30 to 40,300 to 400,Dec-24
CONCOURSE SKYLINE,BEACH ROAD,07,Non-Landed Properties,1,"4,700",80 to 90,800 to 900,Dec-24
VIDA,PECK HAY ROAD,09,Non-Landed Properties,1,"3,550",40 to 50,500 to 600,Dec-24
SCENIC HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,3,"4,100",110 to 120,"1,200 to 1,300",Dec-24
EURO-ASIA PARK,WOODLEIGH CLOSE,13,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Dec-24
THE MAKENA,MEYER ROAD,15,Non-Landed Properties,3,"4,600",100 to 110,"1,100 to 1,200",Dec-24
MARTIN NO 38,MARTIN ROAD,09,Non-Landed Properties,2,"8,200",100 to 110,"1,100 to 1,200",Dec-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Dec-24
RIVERSAILS,UPPER SERANGOON CRESCENT,19,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Dec-24
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,250",40 to 50,400 to 500,Dec-24
RIS GRANDEUR,ELIAS ROAD,18,Non-Landed Properties,3,"4,000",130 to 140,"1,300 to 1,400",Dec-24
VIZ AT HOLLAND,QUEENSWAY,10,Non-Landed Properties,2,"5,000",100 to 110,"1,100 to 1,200",Dec-24
AIRSTREAM,ST. MICHAEL'S ROAD,12,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,1,"4,000",80 to 90,800 to 900,Dec-24
THE PETALS,HILLVIEW AVENUE,23,Non-Landed Properties,4,"5,300",150 to 160,"1,600 to 1,700",Dec-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Dec-24
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,4,"6,800",170 to 180,"1,800 to 1,900",Dec-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Dec-24
THE ANTARES,MATTAR ROAD,14,Non-Landed Properties,1,"3,450",40 to 50,400 to 500,Dec-24
POLLEN & BLEU,FARRER DRIVE,10,Non-Landed Properties,1,"3,900",60 to 70,600 to 700,Dec-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Dec-24
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,2,"6,500",110 to 120,"1,200 to 1,300",Dec-24
OCEAN PARK,EAST COAST ROAD,15,Non-Landed Properties,NA,"6,500",190 to 200,"2,100 to 2,200",Dec-24
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,200",90 to 100,"1,000 to 1,100",Dec-24
VISIONCREST,OXLEY RISE,09,Non-Landed Properties,1,"4,200",60 to 70,700 to 800,Dec-24
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,25,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Dec-24
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Dec-24
HOLLAND PEAK,HOLLAND HILL,10,Non-Landed Properties,1,"3,550",50 to 60,500 to 600,Dec-24
1953,TESSENSOHN ROAD,08,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Dec-24
CYAN,KENG CHIN ROAD,10,Non-Landed Properties,2,"5,700",100 to 110,"1,100 to 1,200",Dec-24
BRADDELL VIEW,BRADDELL HILL,20,Non-Landed Properties,NA,"5,500",150 to 160,"1,700 to 1,800",Dec-24
THE MARQ ON PATERSON HILL,PATERSON HILL,09,Non-Landed Properties,4,"32,000",280 to 290,"3,000 to 3,100",Dec-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"7,400",140 to 150,"1,500 to 1,600",Dec-24
CASPIAN,LAKESIDE DRIVE,22,Non-Landed Properties,3,"4,900",110 to 120,"1,100 to 1,200",Dec-24
CENTRO RESIDENCES,ANG MO KIO AVENUE 8,20,Non-Landed Properties,2,"4,400",80 to 90,800 to 900,Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"4,000",60 to 70,700 to 800,Dec-24
HILLVIEW PARK,HILLVIEW AVENUE,23,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Dec-24
THOMSON IMPERIAL COURT,UPPER THOMSON ROAD,20,Non-Landed Properties,3,"4,500",140 to 150,"1,500 to 1,600",Dec-24
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,500",50 to 60,500 to 600,Dec-24
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Dec-24
LEEDON RESIDENCE,LEEDON HEIGHTS,10,Non-Landed Properties,2,"7,000",90 to 100,"1,000 to 1,100",Dec-24
PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Dec-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,1,"3,800",70 to 80,700 to 800,Dec-24
THE HACIENDA,HACIENDA GROVE,15,Non-Landed Properties,3,"5,500",170 to 180,"1,800 to 1,900",Dec-24
WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,Non-Landed Properties,3,"5,100",110 to 120,"1,200 to 1,300",Dec-24
THE SEA VIEW,AMBER ROAD,15,Non-Landed Properties,3,"6,200",130 to 140,"1,400 to 1,500",Dec-24
PARKSUITES,HOLLAND GROVE ROAD,10,Non-Landed Properties,1,"3,900",60 to 70,600 to 700,Dec-24
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,10,Non-Landed Properties,2,"5,400",60 to 70,600 to 700,Dec-24
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"3,000",40 to 50,400 to 500,Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"3,100",40 to 50,400 to 500,Dec-24
SHANGRI-LA RESIDENCES,LADY HILL ROAD,10,Non-Landed Properties,4,"12,649",200 to 210,"2,200 to 2,300",Dec-24
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Dec-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"3,900",50 to 60,500 to 600,Dec-24
NOUVEL 18,ANDERSON ROAD,10,Non-Landed Properties,2,"10,000",140 to 150,"1,500 to 1,600",Dec-24
BELLA CASITA,IPOH LANE,15,Non-Landed Properties,1,"2,600",50 to 60,600 to 700,Dec-24
RESIDENCES @ KILLINEY,KILLINEY ROAD,09,Non-Landed Properties,2,"7,000",100 to 110,"1,000 to 1,100",Dec-24
TROPIKA EAST,FOO KIM LIN ROAD,14,Non-Landed Properties,1,"2,450",40 to 50,400 to 500,Dec-24
THE SCOTTS TOWER,SCOTTS ROAD,09,Non-Landed Properties,1,"4,800",60 to 70,600 to 700,Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Dec-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,100",110 to 120,"1,200 to 1,300",Dec-24
SEASIDE PARK,JALAN SAUDARA KU,15,Non-Landed Properties,NA,"2,600",30 to 40,400 to 500,Dec-24
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Dec-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,2,"5,000",70 to 80,800 to 900,Dec-24
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,19,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Dec-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",40 to 50,500 to 600,Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,1,"3,700",40 to 50,400 to 500,Dec-24
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,2,"3,850",60 to 70,600 to 700,Dec-24
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Dec-24
D'GALLERY,JALAN MASJID,14,Non-Landed Properties,3,"4,200",80 to 90,"900 to 1,000",Dec-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Dec-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,2,"4,300",70 to 80,700 to 800,Dec-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,4,"14,500",190 to 200,"2,000 to 2,100",Dec-24
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"6,000",110 to 120,"1,100 to 1,200",Dec-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,4,"13,000",170 to 180,"1,800 to 1,900",Dec-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,650",60 to 70,700 to 800,Dec-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Dec-24
THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,19,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Dec-24
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Dec-24
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Dec-24
MARGARET VILLE,MARGARET DRIVE,03,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Dec-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,3,"6,300",130 to 140,"1,400 to 1,500",Dec-24
IDYLLIC EAST,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Dec-24
TEN @ SUFFOLK,SUFFOLK ROAD,11,Non-Landed Properties,2,"4,000",100 to 110,"1,000 to 1,100",Dec-24
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,2,"4,300",50 to 60,600 to 700,Dec-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Dec-24
LOFT @ RANGOON,RANGOON ROAD,08,Non-Landed Properties,1,"2,800",30 to 40,400 to 500,Dec-24
PALMERA EAST,LORONG MELAYU,14,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,4,"6,000",120 to 130,"1,300 to 1,400",Dec-24
GUILLEMARD EDGE,LORONG 30 GEYLANG,14,Non-Landed Properties,1,"3,200",80 to 90,800 to 900,Dec-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,600",60 to 70,600 to 700,Dec-24
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-Landed Properties,2,"3,450",70 to 80,700 to 800,Dec-24
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,3,"5,350",100 to 110,"1,100 to 1,200",Dec-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,3,"7,000",100 to 110,"1,000 to 1,100",Dec-24
WATERTOWN,PUNGGOL CENTRAL,19,Non-Landed Properties,3,"4,800",100 to 110,"1,100 to 1,200",Dec-24
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,2,"3,980",70 to 80,800 to 900,Dec-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,3,"8,000",120 to 130,"1,300 to 1,400",Dec-24
THE MAYFAIR,JURONG EAST STREET 32,22,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Dec-24
THE SPRINGBLOOM,SERANGOON AVENUE 3,19,Non-Landed Properties,2,"4,100",100 to 110,"1,100 to 1,200",Dec-24
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-Landed Properties,3,"6,300",120 to 130,"1,200 to 1,300",Dec-24
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,3,"6,300",70 to 80,800 to 900,Dec-24
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Dec-24
PARC HAVEN,LORONG LIMAU,12,Non-Landed Properties,NA,"2,850",40 to 50,400 to 500,Dec-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"5,050",50 to 60,500 to 600,Dec-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,400",40 to 50,400 to 500,Dec-24
THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,04,Non-Landed Properties,NA,"5,000",60 to 70,700 to 800,Dec-24
CARDIFF RESIDENCE,CARDIFF GROVE,19,Non-Landed Properties,2,"3,100",50 to 60,600 to 700,Dec-24
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,3,"3,500",90 to 100,"1,000 to 1,100",Dec-24
FLO RESIDENCE,PUNGGOL FIELD WALK,19,Non-Landed Properties,3,"4,100",90 to 100,"1,000 to 1,100",Dec-24
ESCADA VIEW,LENGKONG EMPAT,14,Non-Landed Properties,3,"4,400",120 to 130,"1,300 to 1,400",Dec-24
NYON,AMBER ROAD,15,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Dec-24
SCOTTS 28,SCOTTS ROAD,09,Non-Landed Properties,3,"7,200",150 to 160,"1,600 to 1,700",Dec-24
PARC VISTA,CORPORATION ROAD,22,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Dec-24
FABER CREST,FABER HEIGHTS,05,Non-Landed Properties,2,"4,500",90 to 100,"900 to 1,000",Dec-24
PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,Non-Landed Properties,1,"3,900",40 to 50,400 to 500,Dec-24
VILLA MARTIA,MARTIA ROAD,15,Non-Landed Properties,2,"4,100",80 to 90,800 to 900,Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"3,500",50 to 60,500 to 600,Dec-24
THE BENCOOLEN,BENCOOLEN STREET,07,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Dec-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Dec-24
LE QUEST,BUKIT BATOK STREET 41,23,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Dec-24
BELMOND GREEN,BALMORAL ROAD,10,Non-Landed Properties,3,"6,600",110 to 120,"1,200 to 1,300",Dec-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,Dec-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,000",50 to 60,500 to 600,Dec-24
THE LINE @ TANJONG RHU,TANJONG RHU ROAD,15,Non-Landed Properties,1,"3,000",30 to 40,400 to 500,Dec-24
WATERTOWN,PUNGGOL CENTRAL,19,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Dec-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Dec-24
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,2,"5,050",70 to 80,700 to 800,Dec-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,3,"5,000",80 to 90,"900 to 1,000",Dec-24
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,300",90 to 100,"1,000 to 1,100",Dec-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,1,"4,800",60 to 70,600 to 700,Dec-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Dec-24
