Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,15,Terrace House,NA,"4,200",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,15,Semi-Detached House,NA,"13,500",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,AH SOO WALK,19,Terrace House,NA,"4,900",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,SIGLAP BANK,15,Detached House,NA,"10,600",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,SOMMERVILLE ROAD,13,Terrace House,NA,"12,000",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,DUCHESS ROAD,10,Semi-Detached House,NA,"13,000",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,CHANCERY LANE,11,Terrace House,NA,"14,000",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,GENTLE ROAD,11,Terrace House,NA,"10,000",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,SELETAR HILLS DRIVE,28,Terrace House,NA,"6,000",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,15,Terrace House,NA,"5,750",100 to 150,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,TAN SIM BOH ROAD,11,Detached House,NA,"18,000",500 to 550,"5,000 to 5,500",Oct-24
WATTEN ESTATE,WATTEN TERRACE,11,Semi-Detached House,NA,"18,000",450 to 500,"5,000 to 5,500",Oct-24
EMERALD HILL CONSERVATION AREA,EMERALD HILL ROAD,09,Terrace House,NA,"11,500",300 to 350,"3,000 to 3,500",Oct-24
CASHEW HILL,CASHEW CRESCENT,23,Terrace House,NA,"6,800",200 to 250,"2,000 to 2,500",Oct-24
MICHAELS' RESIDENCES,ALMOND STREET,23,Detached House,NA,"15,000",350 to 400,"4,000 to 4,500",Oct-24
GARLICK VILLE,SIXTH CRESCENT,10,Terrace House,NA,"8,800",200 to 250,"2,000 to 2,500",Oct-24
FUDU PARK,LENTOR GREEN,26,Semi-Detached House,NA,"8,700",400 to 450,"4,500 to 5,000",Oct-24
WATTEN ESTATE,WATTEN HEIGHTS,11,Semi-Detached House,NA,"10,000",250 to 300,"2,500 to 3,000",Oct-24
WATTEN ESTATE,WATTEN ESTATE ROAD,11,Semi-Detached House,NA,"14,000",350 to 400,"3,500 to 4,000",Oct-24
CHENG SOON GARDEN,KISMIS AVENUE,21,Detached House,NA,"17,000",250 to 300,"3,000 to 3,500",Oct-24
TUDOR TEN,TUDOR CLOSE,11,Detached House,NA,"18,000",350 to 400,"4,000 to 4,500",Oct-24
PONGGOL PARK,PONGGOL SEVENTEENTH AVENUE,19,Detached House,NA,"7,800",250 to 300,"3,000 to 3,500",Oct-24
WEST COAST GARDENS,WEST COAST LANE,05,Terrace House,NA,"10,200",200 to 250,"2,500 to 3,000",Oct-24
CAPITOL PARK,JALAN TEMPUA,11,Semi-Detached House,NA,"12,500",300 to 350,"3,500 to 4,000",Oct-24
GREEN HILL ESTATE,CHESTNUT AVENUE,23,Detached House,NA,"12,500",350 to 400,"3,500 to 4,000",Oct-24
MACPHERSON GARDEN ESTATE,JALAN SETIA,13,Terrace House,NA,"4,000",50 to 100,"1,000 to 1,500",Oct-24
HILLCREST VILLA,HILLCREST ROAD,11,Terrace House,NA,"10,000",250 to 300,"3,000 to 3,500",Oct-24
BANYAN VILLAS,LENTOR PLAIN,26,Terrace House,NA,"6,900",200 to 250,"2,000 to 2,500",Oct-24
VILLA CHANCERY,CHANCERY LANE,11,Terrace House,NA,"8,700",150 to 200,"2,000 to 2,500",Oct-24
FABER HILLS,FABER HEIGHTS,05,Semi-Detached House,NA,"8,500",250 to 300,"2,500 to 3,000",Oct-24
KING'S GARDEN,KING'S ROAD,10,Semi-Detached House,NA,"13,500",200 to 250,"2,500 to 3,000",Oct-24
SENYUM RESIDENCES,JALAN SENYUM,14,Terrace House,NA,"6,800",150 to 200,"1,500 to 2,000",Oct-24
ILLOURA,OLD HOLLAND ROAD,10,Semi-Detached House,NA,"13,000",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,KOVAN ROAD,19,Detached House,NA,"3,500",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,27,Terrace House,NA,"6,800",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,CABLE ROAD,10,Detached House,NA,"51,888",750 to 800,"8,000 to 8,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN LIM TAI SEE,10,Semi-Detached House,NA,"13,000",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,10,Detached House,NA,"16,000",400 to 450,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,WATTEN TERRACE,11,Semi-Detached House,NA,"17,600",400 to 450,"4,000 to 4,500",Oct-24
FRANKEL ESTATE,SIGLAP HILL,15,Detached House,NA,"12,000",300 to 350,"3,500 to 4,000",Oct-24
KING'S GARDEN,KING'S ROAD,10,Terrace House,NA,"9,500",200 to 250,"2,000 to 2,500",Oct-24
ZEPHYR PARK,SEA BREEZE WALK,16,Terrace House,NA,"5,800",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG N TELOK KURAU,15,Terrace House,NA,"6,500",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,STEVENS ROAD,10,Terrace House,NA,"15,500",450 to 500,"5,000 to 5,500",Oct-24
LANDED HOUSING DEVELOPMENT,DUCHESS AVENUE,10,Detached House,NA,"15,000",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,BUTTERFLY AVENUE,13,Detached House,NA,"13,800",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,CHANCERY LANE,11,Detached House,NA,"11,500",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,OCEAN DRIVE,04,Terrace House,NA,"20,000",250 to 300,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG MARICAN,14,Terrace House,NA,"10,500",200 to 250,"2,000 to 2,500",Oct-24
CAPITOL PARK,UNIVERSITY ROAD,11,Detached House,NA,"18,000",350 to 400,"3,500 to 4,000",Oct-24
ENG KONG PARK,ENG KONG PLACE,21,Terrace House,NA,"6,600",250 to 300,"3,000 to 3,500",Oct-24
SELETAR GARDEN,CACTUS CRESCENT,28,Detached House,NA,"8,500",350 to 400,"4,000 to 4,500",Oct-24
CABANA,SUNRISE TERRACE,28,Terrace House,NA,"6,700",250 to 300,"2,500 to 3,000",Oct-24
THE GREENWOOD,GREENWOOD CRESCENT,11,Semi-Detached House,NA,"12,200",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,FULTON AVENUE,20,Terrace House,NA,"5,200",200 to 250,"2,500 to 3,000",Oct-24
MARINE GARDEN,SIGLAP ROAD,15,Terrace House,NA,"5,000",100 to 150,"1,500 to 2,000",Oct-24
SOMMERVILLE PARK,FARRER DRIVE,10,Terrace House,NA,"12,000",250 to 300,"2,500 to 3,000",Oct-24
FRANKEL ESTATE,CHEVIOT HILL,15,Terrace House,NA,"6,100",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,PEEL ROAD,10,Detached House,NA,"50,000",700 to 750,"7,500 to 8,000",Oct-24
LANDED HOUSING DEVELOPMENT,WOO MON CHEW ROAD,15,Terrace House,NA,"4,700",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,GARLICK AVENUE,10,Detached House,NA,"18,000",450 to 500,"5,000 to 5,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN LIM TAI SEE,10,Semi-Detached House,NA,"13,200",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,KERONG LANE/KERONG WALK,27,Terrace House,NA,"7,400",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN PERGAM,16,Semi-Detached House,NA,"7,500",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,EVELYN ROAD/NEWTON ROAD,11,Semi-Detached House,NA,"12,500",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,NAROOMA ROAD,11,Detached House,NA,"14,500",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN SENANDONG,11,Detached House,NA,"28,000",600 to 650,"6,500 to 7,000",Oct-24
LANDED HOUSING DEVELOPMENT,BARKER ROAD,11,Semi-Detached House,NA,"11,500",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,HARLYN ROAD,11,Detached House,NA,"41,000",450 to 500,"5,000 to 5,500",Oct-24
LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,15,Detached House,NA,"18,000",350 to 400,"4,000 to 4,500",Oct-24
CLEMENTI PARK,SUNSET SQUARE,21,Detached House,NA,"7,000",150 to 200,"2,000 to 2,500",Oct-24
YEW LIAN PARK,TAMAN PERMATA,20,Terrace House,NA,"6,100",150 to 200,"1,500 to 2,000",Oct-24
LAKEPOINT CONDOMINIUM,LAKEPOINT DRIVE,22,Terrace House,NA,"6,000",150 to 200,"1,500 to 2,000",Oct-24
ESTRIVILLAS,JALAN LIM TAI SEE,10,Semi-Detached House,NA,"10,700",250 to 300,"2,500 to 3,000",Oct-24
THOMSON GARDEN ESTATE,SIN MING ROAD,20,Terrace House,NA,"3,600",50 to 100,"1,000 to 1,500",Oct-24
BANYAN VILLAS,LENTOR PLAIN,26,Terrace House,NA,"6,800",200 to 250,"2,000 to 2,500",Oct-24
CATHAY GARDEN,JALAN KERIS,15,Terrace House,NA,"7,000",150 to 200,"1,500 to 2,000",Oct-24
TOWNER VILLE,MCNAIR ROAD,12,Terrace House,NA,"6,100",150 to 200,"1,500 to 2,000",Oct-24
SIGLAP HILL 33,SIGLAP HILL,15,Detached House,NA,"8,500",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,BOSCOMBE ROAD,15,Semi-Detached House,NA,"8,800",250 to 300,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,10,Detached House,NA,"19,000",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,GILSTEAD ROAD,11,Terrace House,NA,"6,000",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,RAMBAI ROAD,15,Terrace House,NA,"3,000",150 to 200,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,OCEAN DRIVE,04,Detached House,NA,"20,000",600 to 650,"6,500 to 7,000",Oct-24
DALLA VALE,SPRINGLEAF AVENUE,26,Semi-Detached House,NA,"6,700",250 to 300,"3,000 to 3,500",Oct-24
TOWNER VILLE,MCNAIR ROAD,12,Terrace House,NA,"6,450",150 to 200,"1,500 to 2,000",Oct-24
SENNETT ESTATE,PHENG GECK AVENUE,13,Semi-Detached House,NA,"7,800",150 to 200,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,LEEDON HEIGHTS,10,Semi-Detached House,NA,"24,000",650 to 700,"7,000 to 7,500",Oct-24
LANDED HOUSING DEVELOPMENT,MARINE PARADE,15,Terrace House,NA,"3,200",150 to 200,"1,500 to 2,000",Oct-24
SOO CHOW GARDEN,SOO CHOW VIEW,20,Terrace House,NA,"5,000",150 to 200,"2,000 to 2,500",Oct-24
SERANGOON GARDEN ESTATE,CARDIFF GROVE,19,Terrace House,NA,"5,000",100 to 150,"1,000 to 1,500",Oct-24
SENNETT ESTATE,PUAY HEE AVENUE,13,Semi-Detached House,NA,"4,000",200 to 250,"2,000 to 2,500",Oct-24
GILSTEAD BROOKS,GILSTEAD ROAD,11,Terrace House,NA,"8,800",150 to 200,"1,500 to 2,000",Oct-24
CHANCERY GROVE,CHANCERY LANE,11,Terrace House,NA,"6,600",150 to 200,"1,500 to 2,000",Oct-24
MAYFLOWER RESIDENCES,MAYFLOWER AVENUE,20,Terrace House,NA,"5,650",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,15,Semi-Detached House,NA,"7,000",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,ANG MO KIO AVENUE 2,20,Terrace House,NA,"7,400",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN LIM TAI SEE,10,Terrace House,NA,"11,300",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,15,Semi-Detached House,NA,"7,000",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN LIM TAI SEE,10,Semi-Detached House,NA,"13,000",150 to 200,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,TENG TONG ROAD,15,Terrace House,NA,"8,200",300 to 350,"3,000 to 3,500",Oct-24
GREENWOOD MEWS,GREENWOOD AVENUE,11,Terrace House,NA,"10,400",250 to 300,"3,000 to 3,500",Oct-24
SEMBAWANG HILLS ESTATE,JALAN CHENGAM,20,Terrace House,NA,"4,200",50 to 100,"1,000 to 1,500",Oct-24
EMERALD HILL CONSERVATION AREA,SAUNDERS ROAD,09,Terrace House,NA,"14,000",300 to 350,"3,000 to 3,500",Oct-24
THE COMPASS AT CHANCERY,CHANCERY HILL ROAD,11,Terrace House,NA,"9,228",250 to 300,"2,500 to 3,000",Oct-24
HILLCREST PARK,HILLCREST ROAD,11,Semi-Detached House,NA,"12,000",200 to 250,"2,000 to 2,500",Oct-24
RAFFLES PARK,ORIOLE CRESCENT,11,Detached House,NA,"24,500",300 to 350,"3,500 to 4,000",Oct-24
SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,19,Terrace House,NA,"5,400",100 to 150,"1,500 to 2,000",Oct-24
PRINCESS OF WALES PARK,PRINCESS OF WALES ROAD,10,Semi-Detached House,NA,"9,500",300 to 350,"3,000 to 3,500",Oct-24
SELETAR HILLS ESTATE,JALAN LAKUM,28,Terrace House,NA,"5,000",100 to 150,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,ONAN ROAD,15,Terrace House,NA,"8,500",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,BUKIT SEDAP ROAD,10,Detached House,NA,"33,000",450 to 500,"5,000 to 5,500",Oct-24
LANDED HOUSING DEVELOPMENT,BRIDPORT AVENUE,19,Semi-Detached House,NA,"13,500",250 to 300,"2,500 to 3,000",Oct-24
HILLCREST VILLA,HILLCREST ROAD,11,Terrace House,NA,"9,500",250 to 300,"3,000 to 3,500",Oct-24
FRANKEL ESTATE,FRANKEL AVENUE,15,Detached House,NA,"6,000",100 to 150,"1,500 to 2,000",Oct-24
DALLA VALE,SPRINGLEAF AVENUE,26,Semi-Detached House,NA,"7,107",250 to 300,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,KUO CHUAN AVENUE,15,Semi-Detached House,NA,"4,648",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN MUTIARA,10,Terrace House,NA,"12,500",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN LIM TAI SEE,10,Semi-Detached House,NA,"13,250",300 to 350,"3,000 to 3,500",Oct-24
THE TENERIFFE,LAUREL WOOD AVENUE,10,Terrace House,NA,"11,000",250 to 300,"3,000 to 3,500",Oct-24
REGENT VILLAS,JALAN LIM TAI SEE,10,Terrace House,NA,"8,700",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,BOSCOMBE ROAD,15,Detached House,NA,"12,500",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,OAKWOOD GROVE,25,Detached House,NA,"13,000",500 to 550,"5,500 to 6,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN KERIS,15,Terrace House,NA,"5,800",100 to 150,"1,000 to 1,500",Oct-24
WOODGROVE ESTATE,WOODGROVE AVENUE,25,Detached House,NA,"13,500",450 to 500,"5,000 to 5,500",Oct-24
TOWNER VILLE,MCNAIR ROAD,12,Terrace House,NA,"6,200",150 to 200,"1,500 to 2,000",Oct-24
BELGRAVIA VILLAS,BELGRAVIA DRIVE,28,Terrace House,NA,"9,000",300 to 350,"3,500 to 4,000",Oct-24
BRADDELL HEIGHTS ESTATE,COTSWOLD CLOSE,13,Detached House,NA,"15,000",300 to 350,"3,000 to 3,500",Oct-24
THE SHAUGHNESSY,MILTONIA CLOSE,27,Terrace House,NA,"7,000",200 to 250,"2,000 to 2,500",Oct-24
LUCKY PARK,LANTANA AVENUE,10,Semi-Detached House,NA,"6,500",150 to 200,"2,000 to 2,500",Oct-24
TUDOR TEN,TUDOR CLOSE,11,Detached House,NA,"15,200",400 to 450,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,ENG KONG GARDEN,21,Detached House,NA,"9,500",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,15,Terrace House,NA,"5,000",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,SOPHIA ROAD,09,Terrace House,NA,"11,000",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,MATLOCK RISE,13,Detached House,NA,"21,500",500 to 550,"5,500 to 6,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN SENANG,14,Terrace House,NA,"3,850",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,ROSYTH ROAD,19,Detached House,NA,"9,500",500 to 550,"5,000 to 5,500",Oct-24
LANDED HOUSING DEVELOPMENT,JOO CHIAT WALK,15,Terrace House,NA,"5,600",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN SAYANG,14,Terrace House,NA,"7,000",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,ENG KONG GARDEN,21,Semi-Detached House,NA,"11,000",400 to 450,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,CHEMPAKA KUNING LINK,16,Terrace House,NA,"6,250",150 to 200,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,BRIGHTON AVENUE,19,Terrace House,NA,"6,800",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,15,Terrace House,NA,"3,500",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN CHENGAM,20,Detached House,NA,"9,500",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,VANDA ROAD,11,Detached House,NA,"12,400",250 to 300,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,HARLYN ROAD,11,Detached House,NA,"25,000",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,14,Terrace House,NA,"7,800",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,THRIFT DRIVE,19,Terrace House,NA,"4,350",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN JELITA,10,Semi-Detached House,NA,"10,000",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,WOLSKEL ROAD,13,Terrace House,NA,"5,700",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,PROME ROAD,12,Terrace House,NA,"5,000",50 to 100,"500 to 1,000",Oct-24
LANDED HOUSING DEVELOPMENT,KOVAN ROAD,19,Terrace House,NA,"5,500",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,TAMAN PERMATA,20,Terrace House,NA,"5,800",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,TAVISTOCK AVENUE,19,Semi-Detached House,NA,"12,000",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,KEE SUN AVENUE,15,Terrace House,NA,"8,200",150 to 200,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,EAST COAST ROAD,15,Terrace House,NA,"4,800",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,MERRYN ROAD,11,Detached House,NA,"12,000",300 to 350,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN ASUHAN,11,Detached House,NA,"100,000","1,350 to 1,400","14,500 to 15,000",Oct-24
LANDED HOUSING DEVELOPMENT,MERRYN ROAD,11,Detached House,NA,"14,200",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,BERRIMA ROAD,11,Detached House,NA,"23,500",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,NAROOMA ROAD,11,Detached House,NA,"13,000",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN NAGA SARI,11,Semi-Detached House,NA,"25,000",400 to 450,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,EE TEOW LENG ROAD,19,Terrace House,NA,"3,000",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG 104 CHANGI,15,Terrace House,NA,"5,200",50 to 100,"500 to 1,000",Oct-24
LANDED HOUSING DEVELOPMENT,FIDELIO STREET,15,Semi-Detached House,NA,"6,900",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,NALLUR ROAD,15,Terrace House,NA,"3,500",50 to 100,"500 to 1,000",Oct-24
LANDED HOUSING DEVELOPMENT,BERRIMA ROAD,11,Detached House,NA,"34,500",400 to 450,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,PORTCHESTER AVENUE,19,Detached House,NA,"12,000",250 to 300,"3,000 to 3,500",Oct-24
LANDED HOUSING DEVELOPMENT,YIO CHU KANG ROAD,19,Terrace House,NA,"5,000",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,POOLE ROAD,15,Semi-Detached House,NA,"12,000",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,MOUNT ROSIE ROAD,11,Semi-Detached House,NA,"7,200",150 to 200,"1,500 to 2,000",Oct-24
LANDED HOUSING DEVELOPMENT,BUKIT SEDAP ROAD,10,Detached House,NA,"16,500",400 to 450,"4,500 to 5,000",Oct-24
LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,15,Semi-Detached House,NA,"7,400",350 to 400,"4,000 to 4,500",Oct-24
LANDED HOUSING DEVELOPMENT,LEITH ROAD,19,Semi-Detached House,NA,"8,000",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN KEMAMAN,12,Terrace House,NA,"3,200",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,15,Terrace House,NA,"5,500",100 to 150,"1,000 to 1,500",Oct-24
LANDED HOUSING DEVELOPMENT,TAVISTOCK AVENUE,19,Semi-Detached House,NA,"8,700",200 to 250,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,FIRST AVENUE,10,Detached House,NA,"22,500",350 to 400,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,TELOK KURAU ROAD,15,Terrace House,NA,"9,000",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,CHU YEN STREET,23,Semi-Detached House,NA,"6,700",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,EASTWOOD DRIVE,16,Semi-Detached House,NA,"10,000",300 to 350,"3,500 to 4,000",Oct-24
LANDED HOUSING DEVELOPMENT,PROME ROAD,12,Terrace House,NA,"2,800",50 to 100,"500 to 1,000",Oct-24
LANDED HOUSING DEVELOPMENT,CHARLTON ROAD,19,Semi-Detached House,NA,"8,500",250 to 300,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,EAN KIAM PLACE,15,Terrace House,NA,"3,800",50 to 100,"500 to 1,000",Oct-24
LANDED HOUSING DEVELOPMENT,JALAN MATA AYER,27,Detached House,NA,"6,500",200 to 250,"2,500 to 3,000",Oct-24
LANDED HOUSING DEVELOPMENT,VICTORIA PARK ROAD,10,Detached House,NA,"50,000",550 to 600,"6,000 to 6,500",Oct-24
LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,15,Terrace House,NA,"6,300",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,PUNGGOL ROAD,19,Terrace House,NA,"10,500",200 to 250,"2,000 to 2,500",Oct-24
LANDED HOUSING DEVELOPMENT,BELMONT ROAD/MORLEY ROAD,10,Detached House,NA,"38,800",550 to 600,"6,000 to 6,500",Oct-24
TOWNER VILLE,TOWNER ROAD,12,Terrace House,NA,"5,900",100 to 150,"1,500 to 2,000",Oct-24
OPERA ESTATE,FIDELIO STREET,15,Semi-Detached House,NA,"4,500",100 to 150,"1,000 to 1,500",Oct-24
INFINIUM,RICHARDS AVENUE,19,Terrace House,NA,"10,000",350 to 400,"4,000 to 4,500",Oct-24
VILLA DE JERVOIS,JERVOIS HILL,10,Detached House,NA,"40,000","1,000 to 1,050","11,000 to 11,500",Oct-24
ENG KONG PARK,ENG KONG ROAD,21,Terrace House,NA,"4,400",100 to 150,"1,500 to 2,000",Oct-24
BLAIR PLAIN CONSERVATION AREA,EVERTON ROAD/SPOTTISWOODE PARK ROAD,02,Terrace House,NA,"18,000",500 to 550,"5,500 to 6,000",Oct-24
HORIZON GARDENS,ANG MO KIO AVENUE 2,20,Terrace House,NA,"7,200",250 to 300,"2,500 to 3,000",Oct-24
WOOLLERTON PARK,WOOLLERTON DRIVE,10,Detached House,NA,"16,500",250 to 300,"3,000 to 3,500",Oct-24
TAI HWAN GARDEN,TAI HWAN PLACE,19,Terrace House,NA,"9,000",300 to 350,"3,500 to 4,000",Oct-24
EAST VIEW GARDEN,JALAN PERGAM,16,Semi-Detached House,NA,"5,300",150 to 200,"1,500 to 2,000",Oct-24
BINJAI CREST,JALAN KAMPONG CHANTEK,21,Terrace House,NA,"8,500",200 to 250,"2,000 to 2,500",Oct-24
KIMSIA PARK,JALAN JINTAN,09,Terrace House,NA,"7,000",150 to 200,"1,500 to 2,000",Oct-24
WINDSOR PARK ESTATE,JUPITER ROAD,20,Terrace House,NA,"7,500",200 to 250,"2,000 to 2,500",Oct-24
BLAIR PLAIN CONSERVATION AREA,BLAIR ROAD,02,Terrace House,NA,"6,500",100 to 150,"1,500 to 2,000",Oct-24
SOO CHOW GARDEN,SOO CHOW VIEW,20,Terrace House,NA,"8,350",150 to 200,"2,000 to 2,500",Oct-24
SENNETT ESTATE,LICHI AVENUE,13,Terrace House,NA,"5,500",150 to 200,"1,500 to 2,000",Oct-24
HONG KONG PARK,SIAN TUAN AVENUE,21,Detached House,NA,"12,000",150 to 200,"1,500 to 2,000",Oct-24
